TITLE = "DETCHEM_PBR V2.8"
VARIABLES =
              z,          T_gas,      T_surface,              P,            Tau,              u,            rho,           mdot,           vdot,           fdot,           Meff,          Power,      overall_U,           h_fs,        k_fsCH4,         k_fsO2,         k_fsH2,        k_fsH2O,         k_fsCO,        k_fsCO2,           k_rs,           k_rf,            k_r,            h_w,           XCH4,            XO2,            XH2,           XH2O,            XCO,           XCO2
  1.767368E-001,  6.376228E+002,  6.376228E+002,  9.958512E+004,  2.271788E-002,  1.081272E+001,  5.643458E-001,  3.067687E-003,  5.435828E-003,  1.021086E-001,  3.004338E-002,  4.336414E+001,  2.705215E+002,  6.185434E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  1.613174E-001,  2.585781E+000,  2.747098E+000,  4.006048E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  1.870772E-001,  6.516381E+002,  6.516381E+002,  9.944828E+004,  2.366313E-002,  1.106559E+001,  5.514492E-001,  3.067687E-003,  5.562954E-003,  1.021086E-001,  3.004338E-002,  7.242858E+001,  2.742323E+002,  6.291367E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  1.644266E-001,  2.613164E+000,  2.777591E+000,  4.066376E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  1.953019E-001,  6.623949E+002,  6.623949E+002,  9.933721E+004,  2.439989E-002,  1.126083E+001,  5.418882E-001,  3.067687E-003,  5.661106E-003,  1.021086E-001,  3.004338E-002,  5.625582E+001,  2.770638E+002,  6.372324E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  1.667963E-001,  2.634081E+000,  2.800877E+000,  4.112424E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  2.025036E-001,  6.715375E+002,  6.715375E+002,  9.923836E+004,  2.503472E-002,  1.142763E+001,  5.339788E-001,  3.067687E-003,  5.744960E-003,  1.021086E-001,  3.004338E-002,  4.822239E+001,  2.794587E+002,  6.440877E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  1.687984E-001,  2.651790E+000,  2.820589E+000,  4.151381E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  2.145659E-001,  6.862854E+002,  6.862854E+002,  9.906957E+004,  2.607786E-002,  1.169849E+001,  5.216152E-001,  3.067687E-003,  5.881130E-003,  1.021086E-001,  3.004338E-002,  7.787196E+001,  2.832987E+002,  6.550926E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  1.720029E-001,  2.680222E+000,  2.852225E+000,  4.213853E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  2.245216E-001,  6.979427E+002,  6.979427E+002,  9.892731E+004,  2.692109E-002,  1.191431E+001,  5.121664E-001,  3.067687E-003,  5.989628E-003,  1.021086E-001,  3.004338E-002,  6.231578E+001,  2.863126E+002,  6.637406E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  1.745126E-001,  2.702573E+000,  2.877085E+000,  4.262892E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  2.331752E-001,  7.077095E+002,  7.077095E+002,  9.880156E+004,  2.764190E-002,  1.209641E+001,  5.044562E-001,  3.067687E-003,  6.081175E-003,  1.021086E-001,  3.004338E-002,  5.270051E+001,  2.888233E+002,  6.709524E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  1.766000E-001,  2.721212E+000,  2.897812E+000,  4.303750E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  2.414579E-001,  7.167485E+002,  7.167485E+002,  9.867943E+004,  2.832184E-002,  1.226607E+001,  4.974787E-001,  3.067687E-003,  6.166468E-003,  1.021086E-001,  3.004338E-002,  4.911440E+001,  2.911453E+002,  6.776428E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  1.785389E-001,  2.738389E+000,  2.916928E+000,  4.341593E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  2.517187E-001,  7.275399E+002,  7.275399E+002,  9.852579E+004,  2.915143E-002,  1.247017E+001,  4.893367E-001,  3.067687E-003,  6.269071E-003,  1.021086E-001,  3.004338E-002,  5.883373E+001,  2.939026E+002,  6.855964E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  1.808388E-001,  2.758799E+000,  2.939637E+000,  4.386541E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  2.612004E-001,  7.371251E+002,  7.371251E+002,  9.838158E+004,  2.990624E-002,  1.265298E+001,  4.822667E-001,  3.067687E-003,  6.360975E-003,  1.021086E-001,  3.004338E-002,  5.267785E+001,  2.963438E+002,  6.926588E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  1.828833E-001,  2.776833E+000,  2.959716E+000,  4.426377E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  2.703713E-001,  7.460547E+002,  7.460547E+002,  9.824011E+004,  3.062614E-002,  1.282470E+001,  4.758093E-001,  3.067687E-003,  6.447303E-003,  1.021086E-001,  3.004338E-002,  4.939715E+001,  2.986120E+002,  6.992400E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  1.847918E-001,  2.793549E+000,  2.978341E+000,  4.463427E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  2.827907E-001,  7.576316E+002,  7.576316E+002,  9.804553E+004,  3.158610E-002,  1.304955E+001,  4.676107E-001,  3.067687E-003,  6.560344E-003,  1.021086E-001,  3.004338E-002,  6.410395E+001,  3.015360E+002,  7.077386E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  1.872537E-001,  2.815093E+000,  3.002346E+000,  4.511211E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  2.941112E-001,  7.676875E+002,  7.676875E+002,  9.786525E+004,  3.244705E-002,  1.324712E+001,  4.606369E-001,  3.067687E-003,  6.659664E-003,  1.021086E-001,  3.004338E-002,  5.616949E+001,  3.040594E+002,  7.150865E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  1.893799E-001,  2.833679E+000,  3.023059E+000,  4.552473E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  3.052457E-001,  7.771358E+002,  7.771358E+002,  9.768531E+004,  3.328165E-002,  1.343486E+001,  4.541999E-001,  3.067687E-003,  6.754045E-003,  1.021086E-001,  3.004338E-002,  5.311325E+001,  3.064156E+002,  7.219585E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  1.913666E-001,  2.851028E+000,  3.042395E+000,  4.591017E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  3.231987E-001,  7.914903E+002,  7.914903E+002,  9.738994E+004,  3.460362E-002,  1.372451E+001,  4.446141E-001,  3.067687E-003,  6.899662E-003,  1.021086E-001,  3.004338E-002,  8.028051E+001,  3.099658E+002,  7.323338E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  1.943628E-001,  2.877157E+000,  3.071519E+000,  4.649129E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  3.385399E-001,  8.029436E+002,  8.029436E+002,  9.713264E+004,  3.571186E-002,  1.395999E+001,  4.371141E-001,  3.067687E-003,  7.018045E-003,  1.021086E-001,  3.004338E-002,  6.485465E+001,  3.127709E+002,  7.405496E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  1.967328E-001,  2.897788E+000,  3.094521E+000,  4.695074E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  3.532458E-001,  8.132611E+002,  8.132611E+002,  9.688194E+004,  3.675717E-002,  1.417596E+001,  4.304548E-001,  3.067687E-003,  7.126617E-003,  1.021086E-001,  3.004338E-002,  5.886460E+001,  3.152752E+002,  7.478981E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  1.988510E-001,  2.916196E+000,  3.115047E+000,  4.736115E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  3.751756E-001,  8.275220E+002,  8.275220E+002,  9.650110E+004,  3.828754E-002,  1.448147E+001,  4.213737E-001,  3.067687E-003,  7.280204E-003,  1.021086E-001,  3.004338E-002,  8.081157E+001,  3.186984E+002,  7.579648E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  2.017504E-001,  2.941337E+000,  3.143087E+000,  4.792255E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  3.951148E-001,  8.394030E+002,  8.394030E+002,  9.614794E+004,  3.965200E-002,  1.474334E+001,  4.138893E-001,  3.067687E-003,  7.411853E-003,  1.021086E-001,  3.004338E-002,  6.807146E+001,  3.215138E+002,  7.662636E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  2.041391E-001,  2.961991E+000,  3.166131E+000,  4.838463E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  4.150535E-001,  8.503314E+002,  8.503314E+002,  9.578859E+004,  4.099304E-002,  1.499132E+001,  4.070430E-001,  3.067687E-003,  7.536518E-003,  1.021086E-001,  3.004338E-002,  6.299959E+001,  3.240734E+002,  7.738272E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  2.063165E-001,  2.980736E+000,  3.187053E+000,  4.880512E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  4.446822E-001,  8.649678E+002,  8.649678E+002,  9.524383E+004,  4.294673E-002,  1.533658E+001,  3.978795E-001,  3.067687E-003,  7.710088E-003,  1.021086E-001,  3.004338E-002,  8.331060E+001,  3.274726E+002,  7.839298E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  2.092391E-001,  3.005427E+000,  3.214666E+000,  4.936520E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  4.756858E-001,  8.784435E+002,  8.784435E+002,  9.466094E+004,  4.494625E-002,  1.567142E+001,  3.893782E-001,  3.067687E-003,  7.878423E-003,  1.021086E-001,  3.004338E-002,  7.702094E+001,  3.305543E+002,  7.931281E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  2.119063E-001,  3.027704E+000,  3.239610E+000,  4.987395E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
  5.000000E-001,  8.878395E+002,  8.878395E+002,  9.419522E+004,  4.648559E-002,  1.591736E+001,  3.833620E-001,  3.067687E-003,  8.002061E-003,  1.021086E-001,  3.004338E-002,  5.474926E+001,  3.326673E+002,  7.994700E+002,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  2.137483E-001,  3.042956E+000,  3.256705E+000,  5.022408E+002,  4.993908E-001,  0.000000E+000,  0.000000E+000,  0.000000E+000,  0.000000E+000,  5.006092E-001
