z,XCH4,XCO,XCO2,XH2,XH2O,XO2,Tboth,Tgas,Tsolid
0.1403403,0.4993908,0,0.5006092,0,0,0,853.9187,857.361,848.2567
0.141041,0.4993908,0,0.5006092,0,0,0,853.48,856.7488,848.4962
0.1417417,0.4993908,0,0.5006092,0,0,0,853.1027,855.7304,849.087
0.1424424,0.4993908,0,0.5006092,0,0,0,852.7308,855.3259,849.0038
0.1431431,0.4993908,0,0.5006092,0,0,0,852.2848,855.4362,848.1929
0.1438438,0.4993908,0,0.5006092,0,0,0,851.7582,855.3645,847.3081
0.1445445,0.4993908,0,0.5006092,0,0,0,851.2534,855.207,846.3817
0.1452452,0.4993908,0,0.5006092,0,0,0,850.9861,855.2972,845.4132
0.1459459,0.4993908,0,0.5006092,0,0,0,850.8319,855.3574,844.3777
0.1466466,0.4993908,0,0.5006092,0,0,0,850.6855,855.1814,843.2218
0.1473473,0.4993908,0,0.5006092,0,0,0,850.4368,854.6149,841.8744
0.148048,0.4993908,0,0.5006092,0,0,0,850.0524,853.7859,840.4896
0.1487487,0.4993908,0,0.5006092,0,0,0,849.2316,852.6246,840.1265
0.1494494,0.4993908,0,0.5006092,0,0,0,848.2703,851.4616,840.4731
0.1501501,0.4993908,0,0.5006092,0,0,0,847.3801,850.3361,840.3841
0.1508508,0.4993908,0,0.5006092,0,0,0,846.5016,849.1606,840.041
0.1515515,0.4993908,0,0.5006092,0,0,0,845.5541,847.8482,839.469
0.1522522,0.4993908,0,0.5006092,0,0,0,844.4835,847.0881,837.8389
0.1529529,0.4993908,0,0.5006092,0,0,0,843.4364,846.9006,836.225
0.1536536,0.4993908,0,0.5006092,0,0,0,842.5549,847.0074,835.0855
0.1543543,0.4993908,0,0.5006092,0,0,0,841.9,847.2178,834.2632
0.155055,0.4993908,0,0.5006092,0,0,0,841.2956,847.1558,833.696
0.1557557,0.4993908,0,0.5006092,0,0,0,840.6234,846.6086,833.2568
0.1564564,0.4993908,0,0.5006092,0,0,0,840.0938,845.9678,832.8816
0.1571571,0.4993908,0,0.5006092,0,0,0,839.7069,845.2977,832.514
0.1578578,0.4993908,0,0.5006092,0,0,0,839.3196,844.3746,832.1539
0.1585585,0.4993908,0,0.5006092,0,0,0,839.0904,843.4851,831.8443
0.1592592,0.4993908,0,0.5006092,0,0,0,839.022,842.6444,831.6643
0.1599599,0.4993908,0,0.5006092,0,0,0,839.0512,842.64,831.0603
0.1606606,0.4993908,0,0.5006092,0,0,0,839.1865,842.7999,830.5789
0.1613613,0.4993908,0,0.5006092,0,0,0,839.2498,843.5141,829.7954
0.162062,0.4993908,0,0.5006092,0,0,0,839.0452,843.5943,829.1291
0.1627627,0.4993908,0,0.5006092,0,0,0,838.5862,843.0095,828.5512
0.1634634,0.4993908,0,0.5006092,0,0,0,837.8687,842.5716,827.8932
0.1641641,0.4993908,0,0.5006092,0,0,0,836.9245,841.7972,827.2957
0.1648648,0.4993908,0,0.5006092,0,0,0,835.8373,840.9528,827.0858
0.1655655,0.4993908,0,0.5006092,0,0,0,834.8713,840.3921,826.9003
0.1662662,0.4993908,0,0.5006092,0,0,0,833.8064,839.5907,826.3707
0.1669669,0.4993908,0,0.5006092,0,0,0,832.7222,838.6671,825.558
0.1676676,0.4993908,0,0.5006092,0,0,0,831.6449,837.6038,824.5686
0.1683683,0.4993908,0,0.5006092,0,0,0,830.6542,836.4697,823.5078
0.169069,0.4993908,0,0.5006092,0,0,0,829.9692,835.6059,822.435
0.1697697,0.4993908,0,0.5006092,0,0,0,829.5473,834.8656,821.414
0.1704704,0.4993908,0,0.5006092,0,0,0,829.3921,834.4316,820.4709
0.1711711,0.4993908,0,0.5006092,0,0,0,829.2868,834.5203,819.7527
0.1718718,0.4993908,0,0.5006092,0,0,0,829.261,834.1942,819.2374
0.1725725,0.4993908,0,0.5006092,0,0,0,829.4445,834.4874,819.0827
0.1732732,0.4993908,0,0.5006092,0,0,0,829.6984,834.9233,819.0218
0.1739739,0.4993908,0,0.5006092,0,0,0,829.925,835.0431,818.9402
0.1746746,0.4993908,0,0.5006092,0,0,0,830.1686,835.7767,818.7156
0.1753753,0.4993908,0,0.5006092,0,0,0,829.7478,835.4442,818.7921
0.176076,0.4993908,0,0.5006092,0,0,0,828.9288,834.9827,818.6399
0.1767767,0.4993908,0,0.5006092,0,0,0,827.9992,834.7113,818.2673
0.1774774,0.4993908,0,0.5006092,0,0,0,827.1421,834.2455,817.8817
0.1781781,0.4993908,0,0.5006092,0,0,0,826.1863,833.2458,817.4782
0.1788788,0.4993908,0,0.5006092,0,0,0,825.4031,832.2027,817.0649
0.1795795,0.4993908,0,0.5006092,0,0,0,824.7567,831.0946,816.6417
0.1802802,0.4993908,0,0.5006092,0,0,0,824.4892,830.3937,816.19
0.1809809,0.4993908,0,0.5006092,0,0,0,824.5334,829.9795,815.6611
0.1816816,0.4993908,0,0.5006092,0,0,0,824.6266,829.6973,815.8223
0.1823823,0.4993908,0,0.5006092,0,0,0,824.7324,829.3754,816.2652
0.183083,0.4993908,0,0.5006092,0,0,0,824.9024,828.9296,816.7743
0.1837837,0.4993908,0,0.5006092,0,0,0,824.8261,828.7045,817.3749
0.1844844,0.4993908,0,0.5006092,0,0,0,824.9885,828.6737,817.8742
0.1851851,0.4993908,0,0.5006092,0,0,0,825.26,828.8927,818.2146
0.1858858,0.4993908,0,0.5006092,0,0,0,825.2784,829.2753,818.3266
0.1865865,0.4993908,0,0.5006092,0,0,0,824.8587,828.6508,818.4569
0.1872872,0.4993908,0,0.5006092,0,0,0,824.2677,828.3384,817.988
0.1879879,0.4993908,0,0.5006092,0,0,0,823.7153,828.6527,817.0453
0.1886886,0.4993908,0,0.5006092,0,0,0,823.1037,828.7,816.1359
0.1893893,0.4993908,0,0.5006092,0,0,0,822.5219,828.4794,815.3209
0.19009,0.4993908,0,0.5006092,0,0,0,821.9553,827.9559,814.5734
0.1907907,0.4993908,0,0.5006092,0,0,0,821.4996,827.2972,813.8686
0.1914914,0.4993908,0,0.5006092,0,0,0,821.0155,826.3113,813.1582
0.1921922,0.4993908,0,0.5006092,0,0,0,820.7352,825.447,812.4185
0.1928929,0.4993908,0,0.5006092,0,0,0,820.4558,824.4406,811.5142
0.1935936,0.4993908,0,0.5006092,0,0,0,820.1337,823.4273,809.8583
0.1942943,0.4993908,0,0.5006092,0,0,0,819.9481,823.2079,809.0065
0.194995,0.4993908,0,0.5006092,0,0,0,819.6444,822.8709,809.9319
0.1956957,0.4993908,0,0.5006092,0,0,0,819.4819,822.5794,810.4852
0.1963964,0.4993908,0,0.5006092,0,0,0,819.0228,821.8805,810.5281
0.1970971,0.4993908,0,0.5006092,0,0,0,817.9467,820.4721,809.7064
0.1977978,0.4993908,0,0.5006092,0,0,0,816.6178,818.9417,808.2432
0.1984985,0.4993908,0,0.5006092,0,0,0,815.4095,818.8989,806.7193
0.1991992,0.4993908,0,0.5006092,0,0,0,814.8917,819.7979,805.491
0.1998999,0.4993908,0,0.5006092,0,0,0,814.5267,820.9507,804.3893
0.2006006,0.4993908,0,0.5006092,0,0,0,813.3348,820.6798,803.2186
0.2013013,0.4993908,0,0.5006092,0,0,0,811.8377,819.6708,801.9225
0.202002,0.4993908,0,0.5006092,0,0,0,810.5155,818.6886,800.5096
0.2027027,0.4993908,0,0.5006092,0,0,0,809.4162,817.6644,799.156
0.2034034,0.4993908,0,0.5006092,0,0,0,808.561,816.5099,798.0016
0.2041041,0.4993908,0,0.5006092,0,0,0,808.0668,815.3567,797.1905
0.2048048,0.4993908,0,0.5006092,0,0,0,807.7041,813.8226,796.8674
0.2055055,0.4993908,0,0.5006092,0,0,0,807.4898,812.0422,797.2741
0.2062062,0.4993908,0,0.5006092,0,0,0,807.6592,810.4316,799.0384
0.2069069,0.4993908,0,0.5006092,0,0,0,807.9211,809.8162,800.3061
0.2076076,0.4993908,0,0.5006092,0,0,0,808.3292,810.5075,799.6608
0.2083083,0.4993908,0,0.5006092,0,0,0,808.8898,811.2395,800.3554
0.209009,0.4993908,0,0.5006092,0,0,0,808.9819,810.9325,802.0085
0.2097097,0.4993908,0,0.5006092,0,0,0,808.5811,809.8907,803.6301
0.2104104,0.4993908,0,0.5006092,0,0,0,807.5974,808.259,804.7298
0.2111111,0.4993908,0,0.5006092,0,0,0,806.2379,806.9038,803.7537
0.2118118,0.4993908,0,0.5006092,0,0,0,805.0521,806.982,800.0658
0.2125125,0.4993908,0,0.5006092,0,0,0,803.8453,806.971,797.7128
0.2132132,0.4993908,0,0.5006092,0,0,0,802.8033,807.0466,795.9842
0.2139139,0.4993908,0,0.5006092,0,0,0,801.7084,806.8705,794.512
0.2146146,0.4993908,0,0.5006092,0,0,0,800.5529,806.2979,793.2263
0.2153153,0.4993908,0,0.5006092,0,0,0,799.6027,805.7506,792.0537
0.216016,0.4993908,0,0.5006092,0,0,0,798.7899,805.0857,790.9729
0.2167167,0.4993908,0,0.5006092,0,0,0,798.1588,804.3712,789.9722
0.2174174,0.4993908,0,0.5006092,0,0,0,797.8125,803.7838,789.0228
0.2181181,0.4993908,0,0.5006092,0,0,0,797.262,803.0456,788.0135
0.2188188,0.4993908,0,0.5006092,0,0,0,796.6636,802.7681,786.8394
0.2195195,0.4993908,0,0.5006092,0,0,0,796.4396,802.4786,785.8617
0.2202202,0.4993908,0,0.5006092,0,0,0,796.3823,802.4057,785.2976
0.2209209,0.4993908,0,0.5006092,0,0,0,795.9752,801.9514,785.1858
0.2216216,0.4993908,0,0.5006092,0,0,0,795.2584,800.7207,785.0704
0.2223223,0.4993908,0,0.5006092,0,0,0,794.7967,799.731,784.7365
0.223023,0.4993908,0,0.5006092,0,0,0,794.6569,799.1629,783.9906
0.2237237,0.4993908,0,0.5006092,0,0,0,794.7317,798.803,782.7219
0.2244244,0.4993908,0,0.5006092,0,0,0,794.837,799.7004,781.5668
0.2251251,0.4993908,0,0.5006092,0,0,0,794.6315,801.0282,780.5662
0.2258258,0.4993908,0,0.5006092,0,0,0,794.1414,801.6522,779.9044
0.2265265,0.4993908,0,0.5006092,0,0,0,793.4398,801.4761,779.4856
0.2272272,0.4993908,0,0.5006092,0,0,0,792.8389,801.0238,779.1192
0.2279279,0.4993908,0,0.5006092,0,0,0,792.6008,800.805,778.6146
0.2286286,0.4993908,0,0.5006092,0,0,0,792.7211,801.0178,778.6578
0.2293293,0.4993908,0,0.5006092,0,0,0,792.2314,800.4618,779.5133
0.23003,0.4993908,0,0.5006092,0,0,0,790.9246,797.9567,780.2112
0.2307307,0.4993908,0,0.5006092,0,0,0,789.7952,795.7625,780.7458
0.2314314,0.4993908,0,0.5006092,0,0,0,788.6509,794.8392,780.2381
0.2321321,0.4993908,0,0.5006092,0,0,0,787.3214,793.4991,779.4055
0.2328328,0.4993908,0,0.5006092,0,0,0,786.0719,792.1176,778.3939
0.2335335,0.4993908,0,0.5006092,0,0,0,785.1416,791.0081,777.3867
0.2342342,0.4993908,0,0.5006092,0,0,0,784.5367,790.104,776.4819
0.2349349,0.4993908,0,0.5006092,0,0,0,784.3221,790.0136,775.5126
0.2356356,0.4993908,0,0.5006092,0,0,0,784.4298,790.8138,774.6896
0.2363363,0.4993908,0,0.5006092,0,0,0,784.6458,790.8327,774.6009
0.237037,0.4993908,0,0.5006092,0,0,0,784.7369,790.4563,774.7844
0.2377377,0.4993908,0,0.5006092,0,0,0,784.1915,789.8736,774.6605
0.2384384,0.4993908,0,0.5006092,0,0,0,783.745,789.2331,774.404
0.2391391,0.4993908,0,0.5006092,0,0,0,783.476,788.7318,773.8922
0.2398398,0.4993908,0,0.5006092,0,0,0,783.0033,787.8216,773.0778
0.2405405,0.4993908,0,0.5006092,0,0,0,782.177,786.2375,772.0738
0.2412412,0.4993908,0,0.5006092,0,0,0,781.0434,784.5014,771.1766
0.2419419,0.4993908,0,0.5006092,0,0,0,780.0177,784.3901,770.0765
0.2426426,0.4993908,0,0.5006092,0,0,0,779.159,784.0531,769.6077
0.2433433,0.4993908,0,0.5006092,0,0,0,777.8684,782.8034,769.1027
0.244044,0.4993908,0,0.5006092,0,0,0,776.1459,780.7618,768.2663
0.2447447,0.4993908,0,0.5006092,0,0,0,774.0822,778.1897,766.9882
0.2454454,0.4993908,0,0.5006092,0,0,0,772.2226,776.532,764.8298
0.2461461,0.4993908,0,0.5006092,0,0,0,770.7695,776.5782,761.7386
0.2468468,0.4993908,0,0.5006092,0,0,0,769.4503,776.3934,758.852
0.2475475,0.4993908,0,0.5006092,0,0,0,767.9762,775.7539,756.1468
0.2482482,0.4993908,0,0.5006092,0,0,0,766.4446,775.3035,754.4341
0.2489489,0.4993908,0,0.5006092,0,0,0,764.9654,774.6058,752.7073
0.2496496,0.4993908,0,0.5006092,0,0,0,763.7768,774.0482,750.8905
0.2503503,0.4993908,0,0.5006092,0,0,0,763.045,773.8501,749.0114
0.251051,0.4993908,0,0.5006092,0,0,0,762.8673,773.9522,747.1936
0.2517517,0.4993908,0,0.5006092,0,0,0,763.1913,774.401,745.6528
0.2524524,0.4993908,0,0.5006092,0,0,0,763.498,775.4359,745.3135
0.2531531,0.4993908,0,0.5006092,0,0,0,763.8843,775.5419,745.1118
0.2538538,0.4993908,0,0.5006092,0,0,0,764.4077,775.2307,745.1341
0.2545545,0.4993908,0,0.5006092,0,0,0,764.0361,774.4914,746.177
0.2552552,0.4993908,0,0.5006092,0,0,0,763.1548,772.5499,746.9541
0.2559559,0.4993908,0,0.5006092,0,0,0,762.4299,771.1937,747.4454
0.2566566,0.4993908,0,0.5006092,0,0,0,762.092,771.4075,747.6705
0.2573573,0.4993908,0,0.5006092,0,0,0,761.7161,770.6001,748.2393
0.258058,0.4993908,0,0.5006092,0,0,0,761.3353,769.5218,748.89
0.2587587,0.4993908,0,0.5006092,0,0,0,760.8791,770.2653,748.1565
0.2594594,0.4993908,0,0.5006092,0,0,0,760.3117,770.392,747.507
0.2601601,0.4993908,0,0.5006092,0,0,0,759.8767,770.2971,746.8247
0.2608608,0.4993908,0,0.5006092,0,0,0,759.6514,770.1379,746.0613
0.2615615,0.4993908,0,0.5006092,0,0,0,759.6024,769.8302,745.1805
0.2622622,0.4993908,0,0.5006092,0,0,0,759.7121,769.5561,744.4103
0.2629629,0.4993908,0,0.5006092,0,0,0,759.5428,769.5428,744.3923
0.2636636,0.4993908,0,0.5006092,0,0,0,758.9893,768.208,744.2336
0.2643643,0.4993908,0,0.5006092,0,0,0,758.2494,766.3207,743.8941
0.265065,0.4993908,0,0.5006092,0,0,0,757.5378,765.2442,744.3831
0.2657657,0.4993908,0,0.5006092,0,0,0,756.8142,763.7791,744.8091
0.2664664,0.4993908,0,0.5006092,0,0,0,756.0725,762.5415,745.0146
0.2671671,0.4993908,0,0.5006092,0,0,0,755.6509,762.5727,744.93
0.2678678,0.4993908,0,0.5006092,0,0,0,755.3686,762.2462,744.9253
0.2685685,0.4993908,0,0.5006092,0,0,0,754.923,761.7233,744.5817
0.2692692,0.4993908,0,0.5006092,0,0,0,753.826,760.85,744.3065
0.2699699,0.4993908,0,0.5006092,0,0,0,752.8487,759.7073,744.136
0.2706706,0.4993908,0,0.5006092,0,0,0,752.36,759.0457,743.9851
0.2713713,0.4993908,0,0.5006092,0,0,0,752.1867,758.6468,743.8123
0.272072,0.4993908,0,0.5006092,0,0,0,752.1436,758.2132,743.5802
0.2727727,0.4993908,0,0.5006092,0,0,0,751.9785,757.3632,743.2498
0.2734734,0.4993908,0,0.5006092,0,0,0,751.7152,756.2022,742.8789
0.2741741,0.4993908,0,0.5006092,0,0,0,751.4195,754.8617,742.5367
0.2748748,0.4993908,0,0.5006092,0,0,0,751.4899,755.343,740.5746
0.2755755,0.4993908,0,0.5006092,0,0,0,751.9175,756.9814,739.2224
0.2762762,0.4993908,0,0.5006092,0,0,0,751.8063,757.3393,738.6651
0.2769769,0.4993908,0,0.5006092,0,0,0,750.7645,756.1114,738.0267
0.2776776,0.4993908,0,0.5006092,0,0,0,749.4707,754.4354,736.9125
0.2783783,0.4993908,0,0.5006092,0,0,0,747.4724,751.668,735.4164
0.279079,0.4993908,0,0.5006092,0,0,0,744.9612,748.4684,733.4874
0.2797797,0.4993908,0,0.5006092,0,0,0,742.4133,746.8492,731.0098
0.2804804,0.4993908,0,0.5006092,0,0,0,740.2752,746.0636,728.6416
0.2811811,0.4993908,0,0.5006092,0,0,0,738.2668,745.1072,726.7132
0.2818818,0.4993908,0,0.5006092,0,0,0,736.4158,743.9644,725.0672
0.2825825,0.4993908,0,0.5006092,0,0,0,734.6379,742.4766,723.5833
0.2832832,0.4993908,0,0.5006092,0,0,0,733.0046,740.7895,722.1744
0.2839839,0.4993908,0,0.5006092,0,0,0,731.5462,738.9716,720.819
0.2846846,0.4993908,0,0.5006092,0,0,0,730.2628,737.1395,719.4169
0.2853853,0.4993908,0,0.5006092,0,0,0,728.6242,736.6191,716.9327
0.286086,0.4993908,0,0.5006092,0,0,0,727.129,735.7698,714.5218
0.2867867,0.4993908,0,0.5006092,0,0,0,725.6895,734.3257,712.1313
0.2874874,0.4993908,0,0.5006092,0,0,0,724.3629,733.6938,710.2572
0.2881881,0.4993908,0,0.5006092,0,0,0,723.0395,733.017,708.4947
0.2888888,0.4993908,0,0.5006092,0,0,0,721.9585,732.3734,706.5361
0.2895895,0.4993908,0,0.5006092,0,0,0,721.132,731.7951,704.256
0.2902902,0.4993908,0,0.5006092,0,0,0,720.4227,732.8252,701.9043
0.2909909,0.4993908,0,0.5006092,0,0,0,719.5329,733.0517,699.9498
0.2916916,0.4993908,0,0.5006092,0,0,0,718.1967,731.4731,698.0111
0.2923923,0.4993908,0,0.5006092,0,0,0,716.4846,729.5827,696.9895
0.293093,0.4993908,0,0.5006092,0,0,0,715.1493,728.4162,696.5045
0.2937937,0.4993908,0,0.5006092,0,0,0,713.851,726.7131,695.8969
0.2944944,0.4993908,0,0.5006092,0,0,0,712.7635,724.7873,695.2286
0.2951951,0.4993908,0,0.5006092,0,0,0,712.0006,722.9625,694.5339
0.2958958,0.4993908,0,0.5006092,0,0,0,711.8254,724.0471,693.6944
0.2965965,0.4993908,0,0.5006092,0,0,0,712.0462,724.4563,693.5342
0.2972972,0.4993908,0,0.5006092,0,0,0,712.6867,724.0224,694.3487
0.2979979,0.4993908,0,0.5006092,0,0,0,712.8264,724.8673,694.5562
0.2986986,0.4993908,0,0.5006092,0,0,0,712.7002,725.0102,694.6165
0.2993993,0.4993908,0,0.5006092,0,0,0,712.7718,724.9581,694.504
0.3001,0.4993908,0,0.5006092,0,0,0,713.6396,725.6451,694.3215
0.3008007,0.4993908,0,0.5006092,0,0,0,714.9543,728.1258,695.0541
0.3015014,0.4993908,0,0.5006092,0,0,0,714.9532,727.4912,696.4881
0.3022021,0.4993908,0,0.5006092,0,0,0,714.0655,723.9459,698.7001
0.3029028,0.4993908,0,0.5006092,0,0,0,713.2151,722.0051,700.1759
0.3036035,0.4993908,0,0.5006092,0,0,0,712.4806,720.5252,701.194
0.3043042,0.4993908,0,0.5006092,0,0,0,711.7026,718.5425,702.1508
0.3050049,0.4993908,0,0.5006092,0,0,0,711.2589,716.8684,703.0594
0.3057056,0.4993908,0,0.5006092,0,0,0,710.9606,715.3959,703.8211
0.3064063,0.4993908,0,0.5006092,0,0,0,711.3631,716.6604,703.3824
0.307107,0.4993908,0,0.5006092,0,0,0,712.1687,717.9254,703.4495
0.3078077,0.4993908,0,0.5006092,0,0,0,712.225,717.0737,704.2487
0.3085085,0.4993908,0,0.5006092,0,0,0,711.909,717.06,704.0315
0.3092092,0.4993908,0,0.5006092,0,0,0,711.3257,716.5036,703.656
0.3099099,0.4993908,0,0.5006092,0,0,0,710.97,716.2159,703.0425
0.3106106,0.4993908,0,0.5006092,0,0,0,710.7596,716.0319,702.2097
0.3113113,0.4993908,0,0.5006092,0,0,0,710.0425,714.8895,701.1437
0.312012,0.4993908,0,0.5006092,0,0,0,709.0421,713.1779,699.9213
0.3127127,0.4993908,0,0.5006092,0,0,0,707.7559,711.091,698.2689
0.3134134,0.4993908,0,0.5006092,0,0,0,706.3211,710.4461,696.248
0.3141141,0.4993908,0,0.5006092,0,0,0,704.7478,709.3819,694.9483
0.3148148,0.4993908,0,0.5006092,0,0,0,702.8321,707.6381,693.4884
0.3155155,0.4993908,0,0.5006092,0,0,0,700.519,705.2206,691.6301
0.3162162,0.4993908,0,0.5006092,0,0,0,698.7556,703.538,689.4929
0.3169169,0.4993908,0,0.5006092,0,0,0,697.5615,703.5701,686.2086
0.3176176,0.4993908,0,0.5006092,0,0,0,696.1507,703.9255,682.6498
0.3183183,0.4993908,0,0.5006092,0,0,0,694.4766,703.2998,679.2391
0.319019,0.4993908,0,0.5006092,0,0,0,692.2561,702.4837,677.029
0.3197197,0.4993908,0,0.5006092,0,0,0,690.021,701.3764,674.9574
0.3204204,0.4993908,0,0.5006092,0,0,0,688.0913,700.405,672.779
0.3211211,0.4993908,0,0.5006092,0,0,0,686.2587,699.1196,670.506
0.3218218,0.4993908,0,0.5006092,0,0,0,684.8329,698.0067,668.134
0.3225225,0.4993908,0,0.5006092,0,0,0,683.8163,696.9775,665.6537
0.3232232,0.4993908,0,0.5006092,0,0,0,683.3422,696.1426,663.106
0.3239239,0.4993908,0,0.5006092,0,0,0,683.5995,695.6531,660.4358
0.3246246,0.4993908,0,0.5006092,0,0,0,684.2596,696.1859,659.2153
0.3253253,0.4993908,0,0.5006092,0,0,0,684.758,695.8864,658.9726
0.326026,0.4993908,0,0.5006092,0,0,0,684.8304,696.302,659.9927
0.3267267,0.4993908,0,0.5006092,0,0,0,684.4972,695.4868,661.3059
0.3274274,0.4993908,0,0.5006092,0,0,0,684.3712,694.2899,662.7985
0.3281281,0.4993908,0,0.5006092,0,0,0,684.4027,693.6437,665.5298
0.3288288,0.4993908,0,0.5006092,0,0,0,683.8332,692.2164,667.9933
0.3295295,0.4993908,0,0.5006092,0,0,0,682.8063,690.7833,668.985
0.3302302,0.4993908,0,0.5006092,0,0,0,682.0304,691.6754,667.9703
0.3309309,0.4993908,0,0.5006092,0,0,0,681.0747,692.213,666.6582
0.3316316,0.4993908,0,0.5006092,0,0,0,679.4022,691.2152,665.1123
0.3323323,0.4993908,0,0.5006092,0,0,0,677.3116,689.0134,663.4148
0.333033,0.4993908,0,0.5006092,0,0,0,675.3133,686.5174,661.5969
0.3337337,0.4993908,0,0.5006092,0,0,0,673.9025,684.6111,659.6914
0.3344344,0.4993908,0,0.5006092,0,0,0,672.8239,682.8938,657.5875
0.3351351,0.4993908,0,0.5006092,0,0,0,671.8208,680.9022,655.2466
0.3358358,0.4993908,0,0.5006092,0,0,0,671.1432,679.0529,652.4552
0.3365365,0.4993908,0,0.5006092,0,0,0,671.0165,678.2391,648.7476
0.3372372,0.4993908,0,0.5006092,0,0,0,671.7892,679.6597,648.2541
0.3379379,0.4993908,0,0.5006092,0,0,0,671.2628,678.9797,649.7499
0.3386386,0.4993908,0,0.5006092,0,0,0,670.0408,677.0051,650.7217
0.3393393,0.4993908,0,0.5006092,0,0,0,667.4897,672.9066,651.553
0.34004,0.4993908,0,0.5006092,0,0,0,664.2168,668.3781,651.417
0.3407407,0.4993908,0,0.5006092,0,0,0,661.3149,667.1254,647.1181
0.3414414,0.4993908,0,0.5006092,0,0,0,658.9391,667.5615,642.8304
0.3421421,0.4993908,0,0.5006092,0,0,0,657.4339,669.0784,639.5498
0.3428428,0.4993908,0,0.5006092,0,0,0,655.4451,669.4439,636.7099
0.3435435,0.4993908,0,0.5006092,0,0,0,653.1231,668.7867,633.9006
0.3442442,0.4993908,0,0.5006092,0,0,0,651.053,667.9711,631.0565
0.3449449,0.4993908,0,0.5006092,0,0,0,649.2004,666.811,628.1347
0.3456456,0.4993908,0,0.5006092,0,0,0,647.8572,665.6699,625.2146
0.3463463,0.4993908,0,0.5006092,0,0,0,647.3308,664.9508,622.2795
0.347047,0.4993908,0,0.5006092,0,0,0,647.6737,664.5545,619.3069
0.3477477,0.4993908,0,0.5006092,0,0,0,647.9535,664.8,618.0646
0.3484484,0.4993908,0,0.5006092,0,0,0,648.2532,664.5578,617.1635
0.3491491,0.4993908,0,0.5006092,0,0,0,647.8598,662.6583,616.567
0.3498498,0.4993908,0,0.5006092,0,0,0,647.3216,662.1579,616.8834
0.3505505,0.4993908,0,0.5006092,0,0,0,646.7148,660.5771,617.5098
0.3512512,0.4993908,0,0.5006092,0,0,0,646.6077,659.3473,618.7121
0.3519519,0.4993908,0,0.5006092,0,0,0,646.4503,659.4232,620.6027
0.3526526,0.4993908,0,0.5006092,0,0,0,646.1105,658.4948,622.8982
0.3533533,0.4993908,0,0.5006092,0,0,0,645.8887,660.5668,623.1019
0.354054,0.4993908,0,0.5006092,0,0,0,645.479,661.4089,623.7773
0.3547547,0.4993908,0,0.5006092,0,0,0,644.3775,660.2066,624.4508
0.3554554,0.4993908,0,0.5006092,0,0,0,643.3399,658.3848,624.9426
0.3561561,0.4993908,0,0.5006092,0,0,0,642.6647,656.689,625.1665
0.3568568,0.4993908,0,0.5006092,0,0,0,642.13,654.9282,624.985
0.3575575,0.4993908,0,0.5006092,0,0,0,641.9354,653.5895,624.3059
0.3582582,0.4993908,0,0.5006092,0,0,0,642.2944,652.943,623.0813
0.3589589,0.4993908,0,0.5006092,0,0,0,642.1561,651.8996,622.35
0.3596596,0.4993908,0,0.5006092,0,0,0,642.61,652.2507,621.4511
0.3603603,0.4993908,0,0.5006092,0,0,0,642.4465,652.8614,619.8405
0.361061,0.4993908,0,0.5006092,0,0,0,640.0483,650.7103,617.7958
0.3617617,0.4993908,0,0.5006092,0,0,0,637.1173,647.3243,615.4294
0.3624624,0.4993908,0,0.5006092,0,0,0,633.7011,644.3819,612.6346
0.3631631,0.4993908,0,0.5006092,0,0,0,629.7455,640.2552,610.8054
0.3638638,0.4993908,0,0.5006092,0,0,0,626.1756,634.9243,610.8784
0.3645645,0.4993908,0,0.5006092,0,0,0,624.5276,635.4545,608.5476
0.3652652,0.4993908,0,0.5006092,0,0,0,623.4921,636.6876,606.4509
0.3659659,0.4993908,0,0.5006092,0,0,0,622.4867,637.4738,604.4954
0.3666666,0.4993908,0,0.5006092,0,0,0,621.4129,637.3949,602.6681
0.3673673,0.4993908,0,0.5006092,0,0,0,620.5143,636.7423,600.9908
0.368068,0.4993908,0,0.5006092,0,0,0,619.5401,634.9769,599.5175
0.3687687,0.4993908,0,0.5006092,0,0,0,618.2507,631.8665,598.227
0.3694694,0.4993908,0,0.5006092,0,0,0,616.6382,627.7351,597.0821
0.3701701,0.4993908,0,0.5006092,0,0,0,615.9408,626.445,596.3348
0.3708708,0.4993908,0,0.5006092,0,0,0,616.2807,626.0355,596.3666
0.3715715,0.4993908,0,0.5006092,0,0,0,617.6235,627.0514,597.0981
0.3722722,0.4993908,0,0.5006092,0,0,0,618.2707,627.9105,597.6985
0.3729729,0.4993908,0,0.5006092,0,0,0,617.9337,626.8604,598.1422
0.3736736,0.4993908,0,0.5006092,0,0,0,616.6427,625.6432,597.1651
0.3743743,0.4993908,0,0.5006092,0,0,0,615.568,625.6943,595.2765
0.375075,0.4993908,0,0.5006092,0,0,0,614.7381,626.5714,593.834
0.3757757,0.4993908,0,0.5006092,0,0,0,613.5948,627.5843,592.8581
0.3764764,0.4993908,0,0.5006092,0,0,0,612.1426,627.3739,592.1341
0.3771771,0.4993908,0,0.5006092,0,0,0,610.7603,626.3417,591.6452
0.3778778,0.4993908,0,0.5006092,0,0,0,609.7772,625.1092,591.3243
0.3785785,0.4993908,0,0.5006092,0,0,0,609.1245,623.7547,590.9905
0.3792792,0.4993908,0,0.5006092,0,0,0,608.5352,622.1047,590.3214
0.3799799,0.4993908,0,0.5006092,0,0,0,608.1888,620.6195,589.1819
