Z,Temperature
-0.06226226226,916.1001586
-0.06146146146,916.0293441
-0.06066066066,915.9479707
-0.05985985986,915.8340181
-0.05905905906,915.8175047
-0.05825825826,915.7726556
-0.05745745746,915.6975543
-0.05665665666,915.6629678
-0.05585585586,915.633475
-0.05505505506,915.675228
-0.05425425425,915.6876621
-0.05345345345,915.6748321
-0.05265265265,915.6338678
-0.05185185185,915.5339055
-0.05105105105,915.4499062
-0.05025025025,915.3726746
-0.04944944945,915.2470877
-0.04864864865,915.0890598
-0.04784784785,914.9578055
-0.04704704705,914.8894434
-0.04624624625,914.7136079
-0.04544544545,914.4461362
-0.04464464464,914.1447492
-0.04384384384,913.8777504
-0.04304304304,913.604501
-0.04224224224,913.3947228
-0.04144144144,913.2152989
-0.04064064064,913.0700896
-0.03983983984,912.9360665
-0.03903903904,912.8042004
-0.03823823824,912.671355
-0.03743743744,912.5803141
-0.03663663664,912.5723322
-0.03583583584,912.5255901
-0.03503503504,912.4789495
-0.03423423423,912.564292
-0.03343343343,912.6630733
-0.03263263263,912.7568164
-0.03183183183,912.8158494
-0.03103103103,912.9013785
-0.03023023023,912.9452109
-0.02942942943,912.9573186
-0.02862862863,912.9496026
-0.02782782783,912.8672285
-0.02702702703,912.7310777
-0.02622622623,912.5340229
-0.02542542543,912.3236873
-0.02462462462,912.1076162
-0.02382382382,911.8400462
-0.02302302302,911.6088494
-0.02222222222,911.2764631
-0.02142142142,911.0713444
-0.02062062062,910.9022438
-0.01981981982,910.8592489
-0.01901901902,910.8364638
-0.01821821822,910.7753367
-0.01741741742,910.8182461
-0.01661661662,910.9664199
-0.01581581582,911.2639181
-0.01501501502,911.3824318
-0.01421421421,911.4527193
-0.01341341341,911.5501902
-0.01261261261,911.6741496
-0.01181181181,911.7148494
-0.01101101101,911.7423037
-0.01021021021,911.532516
-0.009409409409,911.2051664
-0.008608608609,910.6888079
-0.007807807808,910.2175237
-0.007007007007,909.8312061
-0.006206206206,909.5712594
-0.005405405405,909.7767211
-0.004604604605,910.4109502
-0.003803803804,911.3309923
-0.003003003003,911.8831977
-0.002202202202,911.7822347
-0.001401401401,910.5218187
-0.0006006006006,909.0238346
0.0002002002002,907.5340405
0.001001001001,906.6557619
0.001801801802,906.2750197
0.002602602603,906.1401088
0.003403403403,906.041796
0.004204204204,905.88356
0.005005005005,905.6806703
0.005805805806,905.4191148
0.006606606607,905.100807
0.007407407407,904.7556161
0.008208208208,905.3192807
0.01221221221,905.2983593
0.01301301301,906.1077449
0.01381381381,905.9955461
0.01461461461,904.6228498
0.01541541542,902.7264115
0.01621621622,902.2639303
0.01701701702,902.3870787
0.01781781782,902.6968762
0.01861861862,902.2013659
0.02582582583,895.0853171
0.02662662663,894.6813484
0.02742742743,894.8567339
0.02822822823,895.4103878
0.02902902903,897.2667746
0.03783783784,890.8657096
0.03863863864,889.2278458
0.03943943944,889.2389555
0.04024024024,889.6172581
0.04424424424,889.4229046
0.04824824825,886.533421
0.04904904905,886.0767621
0.04984984985,886.1240383
0.05065065065,886.4620535
0.05145145145,887.3432883
0.05945945946,884.0108894
0.06026026026,883.8867701
0.06106106106,882.7952685
0.06186186186,882.2642545
0.06266266266,881.7903601
0.06346346346,881.9661833
0.07147147147,875.4490609
0.07227227227,874.7259352
0.07307307307,874.3756328
0.07387387387,874.8904561
0.07467467467,876.6741399
0.08268268268,871.352817
0.08348348348,870.1185946
0.08428428428,870.0757674
0.08508508509,870.3927542
0.08588588589,871.3812902
0.08988988989,872.1509818
0.09069069069,873.3073387
0.09149149149,873.0468314
0.09229229229,872.4841016
0.09309309309,872.1404558
0.09389389389,872.4663942
0.09469469469,872.7861131
0.0954954955,872.7975582
0.0962962963,871.4363394
0.0970970971,870.5352119
0.0978978979,869.6547488
0.1019019019,863.2675103
0.1059059059,858.6381454
0.1067067067,858.1917234
0.1075075075,858.2979417
0.1083083083,858.1009078
0.1091091091,858.0053486
0.1099099099,857.3170064
0.1179179179,853.8946786
0.1187187187,856.4151675
0.1195195195,856.1992728
0.1203203203,855.7075925
0.1211211211,855.2805666
0.1219219219,855.02998
0.1227227227,855.5109612
0.1235235235,855.2353882
0.1315315315,848.3292622
0.1323323323,847.5544404
0.1331331331,847.4923182
0.1339339339,847.7044839
0.1379379379,844.4182838
0.1387387387,840.156215
0.1395395395,838.6628221
0.1403403403,840.2372508
0.1443443443,834.8999619
0.1483483483,827.9845629
0.1491491491,829.7669154
0.1499499499,829.8869275
0.1507507508,829.9147185
0.1515515516,830.0492017
0.1523523524,830.5678518
0.1603603604,826.4777892
0.1611611612,823.1965887
0.161961962,822.4585631
0.1627627628,821.949755
0.1635635636,822.2560965
0.1675675676,818.4897167
0.1715715716,817.4043088
0.1723723724,816.6898874
0.1731731732,816.8364747
0.173973974,817.6575273
0.1747747748,817.4336711
0.1827827828,809.4507359
0.1835835836,808.0815419
0.1843843844,806.8022236
0.1851851852,808.1727413
0.193993994,799.6225896
0.1947947948,796.5474257
0.1955955956,798.0918533
0.1963963964,798.5903972
0.1971971972,798.7051087
0.197997998,799.4633529
0.202002002,789.4128861
0.206006006,783.1059487
0.2068068068,783.8909398
0.2076076076,784.5110554
0.2084084084,785.3289055
0.2092092092,786.4362318
0.21001001,787.3867978
0.2108108108,790.8463434
0.2116116116,795.7593835
0.2156156156,783.675544
0.2196196196,773.2632294
0.2204204204,774.0510131
0.2212212212,774.7738584
0.222022022,774.4572046
0.226026026,774.4048359
0.2268268268,774.4636406
0.2276276276,773.3359358
0.2284284284,772.1128806
0.2324324324,770.9174308
0.2364364364,763.8901508
0.2372372372,762.5278516
0.238038038,762.5749093
0.2388388388,762.5071132
0.2428428428,761.2750943
0.2436436436,750.7584243
0.2444444444,747.2027492
0.2452452452,748.9901538
0.2492492492,742.2562905
0.2540540541,737.3807522
0.2548548549,737.7634982
0.2556556557,738.351128
0.2596596597,740.7061649
0.2644644645,730.5732491
0.2652652653,728.6142731
0.2660660661,730.4387028
0.2748748749,729.1273232
0.2756756757,726.7720551
0.2764764765,722.7557238
0.2772772773,722.2721121
0.2780780781,722.1688853
0.2788788789,721.1457748
0.2828828829,709.2409914
0.2836836837,708.3687012
0.2876876877,704.1141299
0.2884884885,697.2222685
0.2892892893,697.8385445
0.2932932933,686.6726523
0.2940940941,687.4225654
0.2980980981,689.5561004
0.2988988989,686.325179
0.2996996997,685.8659079
0.3037037037,685.0278477
0.3045045045,687.9510153
0.3085085085,691.1625911
0.3093093093,687.4292863
0.3101101101,695.3177192
0.3141141141,695.8596142
0.3149149149,694.7440079
0.3157157157,664.802165
0.3165165165,659.1872401
0.3253253253,639.9544775
0.3261261261,639.5828973
0.3269269269,641.810899
0.3277277277,643.0205528
0.3285285285,646.5103793
0.3357357357,639.5170901
0.3365365365,639.0892374
0.3373373373,637.1250902
0.3381381381,632.2768043
0.3389389389,630.4167775
0.3397397397,629.4960087
0.3405405405,630.2366214
0.3485485485,609.9348235
0.3493493493,600.5472855
0.3501501502,599.4691706
0.350950951,603.1650561
0.3597597598,646.7519351
0.3605605606,630.7515164
0.3613613614,582.3178294
0.3621621622,574.5591306
0.362962963,589.6167139
0.3701701702,566.5792157
0.370970971,571.9457431
0.3717717718,576.9074165
0.3725725726,587.952196
0.3733733734,588.1732821
0.3813813814,558.4417415
0.3821821822,560.3733486
0.382982983,566.3375294
0.3837837838,565.7634436
0.3845845846,569.8986579
0.3933933934,539.3841797
0.3941941942,531.4045107
0.394994995,525.9533156
0.3957957958,528.1870631
0.3965965966,532.2275424
0.4038038038,514.427332
0.4046046046,508.2558121
0.4054054054,502.1145493
0.4062062062,504.1986201
0.407007007,504.9040776
0.4078078078,506.478035
0.4158158158,483.0623302
0.4166166166,478.047847
0.4174174174,478.8952265
0.4182182182,482.8805516
0.419019019,487.7772724
0.427027027,446.4627087
0.4278278278,445.7815321
0.4286286286,446.3948245
0.4294294294,442.4919142
0.4302302302,435.5320365
0.4382382382,415.6726712
0.439039039,419.8629101
0.4398398398,424.9833829
0.4406406406,429.5059065
0.4414414414,432.6558979
0.4422422422,432.0078475
0.443043043,431.8778318
0.447047047,429.3432433
0.4510510511,398.7361927
0.4518518519,389.1784646
0.4526526527,365.2654615
0.4534534535,365.7091186
0.4614614615,325.2246525
0.4622622623,335.9412878
0.4630630631,340.2587678
0.4638638639,337.6908947
0.4726726727,306.5679741
0.4734734735,308.0241736
0.4742742743,315.406318
0.4750750751,323.2853371
0.4790790791,307.2362404
0.4830830831,302.3499602
0.4838838839,302.5036671
0.4846846847,302.4516446
0.4854854855,304.611004
0.4862862863,306.1054234
0.4902902903,303.6910814
0.4942942943,300.5835341
0.4950950951,300.0675713
0.4958958959,300.0803445
0.4966966967,300.5385049
0.5015015015,300.6602574
0.5023023023,300.0118519
0.5031031031,299.9938871
0.5039039039,299.9953517
0.5047047047,299.997721
0.5055055055,299.9998073
0.5063063063,300.0007455
0.5071071071,300.0012203
0.5079079079,300.0013335
0.5087087087,300.0011974
0.5095095095,300.0008844
0.5103103103,300.0004764
0.5111111111,300.0000561
0.5119119119,299.9997348
0.5127127127,299.9993951
0.5135135135,299.999062
0.5143143143,299.9987572
0.5151151151,299.9985144
0.5159159159,299.9982669
0.5167167167,299.9980398
0.5175175175,299.9978558
0.5183183183,299.9976646
0.5191191191,299.9975003
0.5199199199,299.9973624
0.5207207207,299.9972539
0.5215215215,299.9971588
0.5223223223,299.9971084
0.5231231231,299.9970682
0.5239239239,299.9970765
0.5247247247,299.9970844
0.5255255255,299.9971157
0.5263263263,299.9971629
0.5271271271,299.9972476
0.5279279279,299.9973306
0.5287287287,299.9974643
0.5295295295,299.9975997
0.5303303303,299.9977868
0.5311311311,299.9979634
0.5319319319,299.9982015
0.5327327327,299.9984515
0.5335335335,299.9987239
0.5343343343,299.9990326
0.5351351351,299.9993754
0.5359359359,299.999694
0.5367367367,300.0001423
0.5375375375,300.0005923
0.5383383383,300.001037
0.5391391391,300.0014959
0.5399399399,300.0020233
0.5407407407,300.0024468
0.5415415415,300.0029415
0.5423423423,300.0035856
0.5431431431,300.0041987
0.5439439439,300.0047637
0.5447447447,300.0052972
0.5455455455,300.0058398
0.5463463463,300.0063881
0.5471471471,300.0069777
0.5479479479,300.0075587
0.5487487487,300.0080645
0.5495495495,300.0085397
0.5503503504,300.0089547
0.5511511512,300.0093676
0.551951952,300.0098233
0.5527527528,300.0101219
0.5535535536,300.0104323
0.5543543544,300.0106686
0.5551551552,300.0108887
0.555955956,300.011078
0.5567567568,300.0112073
0.5575575576,300.0112683
0.5583583584,300.0113047
0.5591591592,300.011284
0.55995996,300.0111837
0.5607607608,300.0110424
0.5615615616,300.0107777
0.5623623624,300.0104559
0.5631631632,300.0100934
0.563963964,300.0096737
0.5647647648,300.0091987
0.5655655656,300.0086573
0.5663663664,300.0080399
0.5671671672,300.0073812
0.567967968,300.0067921
0.5687687688,300.0063139
0.5695695696,300.0058611
0.5703703704,300.005422
0.5711711712,300.0049525
0.571971972,300.0042805
0.5727727728,300.0036362
0.5735735736,300.0030217
0.5743743744,300.0024347
0.5751751752,300.0018889
0.575975976,300.0014082
0.5767767768,300.0009346
0.5775775776,300.000545
0.5783783784,300.0002664
0.5791791792,300.0000908
0.57997998,299.9999977
0.5807807808,299.9999048
0.5815815816,299.9998626
0.5823823824,299.9999211
0.5831831832,300.0000004
0.583983984,300.0000814
0.5847847848,300.0002147
0.5855855856,300.000353
0.5863863864,300.0005187
0.5871871872,300.0006526
0.587987988,300.000801
0.5887887888,300.000922
0.5895895896,300.0010255
0.5903903904,300.0011259
0.5911911912,300.0012089
0.591991992,300.0012351
0.5927927928,300.0012526
0.5935935936,300.001252
0.5943943944,300.0012106
0.5951951952,300.0011465
0.595995996,300.0010708
0.5967967968,300.0009581
0.5975975976,300.0008311
0.5983983984,300.0006394
0.5991991992,300.0003838
0.6,300.0004006
